,id,original_name,overview,popularity,vote_average,vote_count
618,95,Buffy the Vampire Slayer,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",37.723,8.109,1917
619,76148,Derry Girls,"Amidst the political conflict of Northern Ireland in the 1990s, five secondary school students square off with the universal challenges of being a teenager.",7.71,8.106,358
620,1778,Zoey 101,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",17.5369,8.105,1054
621,67744,MINDHUNTER,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,18.6139,8.104,2798
622,57041,銀魂,"After Japan's Shogunate is occupied by an alien army, a samurai forced to work as a handyman forms a squad of swordsmen to fight back.",6.3947,8.1,225
623,19849,Blood+,"Unable to remember the past, high school senior Saya Otonashi must rediscover her destiny in order to defeat the chiropteran vampires that threaten her loved ones' existence.",13.9704,8.1,273
624,1835,Kenan & Kel,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",7.9012,8.1,395
625,91875,Prodigal Son,The son of a notorious serial killer becomes an acclaimed criminal psychologist who uses his unique insight into how killers think to help the NYPD.,13.3725,8.102,445
626,88974,"단, 하나의 사랑","As a punishment for meddling in human affairs, an angel faces the impossible task of finding a soulmate for a cold-hearted ballerina.",5.1212,8.1,244
627,74094,いつだって僕らの恋は10センチだった。,"The moment Miou Aida first met Haruki Serizawa at the Sakuragaoka High School Entrance Ceremony they both felt an unexplainable connection. Despite their completely different personalities, they found themselves walking home together after school every day. As they spend more time together, their feelings for each other grow stronger.",4.4767,8.1,254
628,26453,TRIGUN,"Trigun takes place in the distant future on a desert planet. Vash the Stampede is a gunfighter with a legend so ruthless he has a $$60,000,000,000 bounty on his head. Entire towns evacuate at the rumor of his arrival. But the real Vash the Stampede, the enigmatic and conflicted lead character, is more heroic, even though he usually acts like a complete idiot.",9.9386,8.099,478
629,80623,バキ,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",16.9356,8.096,1353
630,65329,氷菓,"Oreki Houtarou is a minimalistic high school boy. One day, he joins the Classic Literature Club at his elder sister's request. There he meets Chitanda Eru, Fukube Satoshi, and Ibara Mayaka. Chitanda is a calm beautiful girl but she turns into an embodiment of curiosity once she says, ""I'm curious."" Fukube is a smiling boy with a fantastic memory who calls himself a database. Ibara is a short girl and is strict with others and herself. They begin to investigate a case that occurred 45 years ago. Hints of the mystery are buried in an old collection of works of the former members of Classics Club. The collection is titled ""Hyouka.""",13.0686,8.1,349
631,215001,이 연애는 불가항력,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,13.7102,8.095,216
632,1413,American Horror Story,"An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",70.0236,8.095,5911
633,44217,Vikings,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",104.51,8.094,7432
634,32605,The Looney Tunes Show,"Bugs Bunny, Daffy Duck and the rest of the “Looney Tunes” characters are back with more adventures for a new generation of viewers. The animated series features roommates Bugs and Daffy moving out of the woods and into the suburbs, interacting with their neighbors, who happen to be other ""Looney Tunes"" favorites -- including Sylvester, Tweety, Porky Pig and Foghorn Leghorn.",15.5033,8.093,541
635,873,Columbo,"Columbo is a friendly, verbose, disheveled-looking police detective who is consistently underestimated by his suspects. Despite his unprepossessing appearance and apparent absentmindedness, he shrewdly solves all of his cases and secures all evidence needed for indictment. His formidable eye for detail and meticulously dedicated approach often become clear to the killer only late in the storyline.",72.2031,8.1,786
636,45501,中二病でも恋がしたい!,"As one of the thousands of Japanese students afflicted with ""chunibyo,"" a state where they're so desperate to stand out that they've convinced themselves that they have secret knowledge and hidden powers, Yuta spent most of his middle school years living in a complete fantasy world. He's finally managing to overcome his delusions but his chunibyo have attracted the attentions of another sufferer, and she's decided that this makes him her soul mate.",18.3598,8.091,407
637,68814,힘쎈여자 도봉순,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",10.3137,8.1,293
638,46195,化物語,"Koyomi Araragi, a high school student, finds himself constantly encountering girls afflicted by supernatural ""oddities."" He dedicates himself to helping them, often with the aid of the eccentric specialist Meme Oshino. Each arc talks about a different girl's unique struggle and the mysterious cause of their affliction. The series explores themes of adolescence, personal growth, and the complexities of human relationships. It's known for its witty dialogue, stylistic animation, and unique narrative structure.",55.1441,8.093,498
